image_name,damage,occlusion,crop
Co Rd 344/img/286_31.351888_-97.533011.png,0,0,0
Co Rd 344/img/287_31.352056_-97.532933.png,1,0,0
Co Rd 344/img/288_31.352223_-97.532855.png,0,0,0
Co Rd 344/img/289_31.352388_-97.532769.png,0,0,0
Co Rd 344/img/290_31.352553_-97.532684.png,0,0,0
Co Rd 344/img/291_31.352718_-97.532599.png,1,0,0
Co Rd 344/img/292_31.352882_-97.532513.png,0,0,0
Co Rd 344/img/293_31.353059_-97.532469.png,0,0,0
Co Rd 344/img/294_31.353238_-97.532450.png,0,0,0
Co Rd 344/img/295_31.353417_-97.532472.png,0,0,0
Co Rd 344/img/296_31.353588_-97.532534.png,0,0,0
Co Rd 344/img/297_31.353739_-97.532648.png,0,0,0
Co Rd 344/img/298_31.353875_-97.532785.png,1,0,0
Co Rd 344/img/299_31.354022_-97.532907.png,0,0,0
Co Rd 344/img/300_31.354176_-97.533017.png,0,0,0
Co Rd 344/img/301_31.354347_-97.533081.png,0,1,0
Co Rd 344/img/302_31.354522_-97.533131.png,0,1,0
Co Rd 344/img/303_31.354702_-97.533144.png,0,0,0
Co Rd 344/img/304_31.354873_-97.533084.png,0,1,0
Co Rd 344/img/305_31.355028_-97.532977.png,0,1,0
Co Rd 344/img/306_31.355187_-97.532878.png,0,1,0
Co Rd 344/img/307_31.355347_-97.532781.png,0,1,0
Co Rd 344/img/308_31.355507_-97.532684.png,0,1,1
Co Rd 344/img/309_31.355677_-97.532612.png,0,1,0
Co Rd 344/img/310_31.355847_-97.532544.png,0,1,0
Co Rd 344/img/311_31.356018_-97.532475.png,0,1,0
Co Rd 344/img/312_31.356188_-97.532407.png,1,0,0
Co Rd 344/img/313_31.356359_-97.532338.png,1,0,0
Co Rd 344/img/314_31.356530_-97.532270.png,0,0,0
Co Rd 344/img/315_31.356700_-97.532201.png,1,0,0
Co Rd 344/img/316_31.356870_-97.532129.png,0,0,0
Co Rd 344/img/317_31.357039_-97.532057.png,1,0,0
Co Rd 344/img/318_31.357209_-97.531985.png,1,0,0
Co Rd 344/img/319_31.357378_-97.531913.png,0,0,0
Co Rd 344/img/320_31.357548_-97.531841.png,1,0,0
Co Rd 344/img/321_31.357717_-97.531769.png,1,0,0
Co Rd 344/img/322_31.357887_-97.531698.png,0,0,0
Co Rd 344/img/323_31.358056_-97.531626.png,0,0,0
Co Rd 344/img/324_31.358224_-97.531549.png,0,0,0
Co Rd 344/img/325_31.358396_-97.531488.png,1,0,0
Co Rd 344/img/326_31.358574_-97.531495.png,1,0,0
Co Rd 344/img/327_31.358702_-97.531635.png,0,0,0
Co Rd 344/img/328_31.358802_-97.531810.png,1,0,0
Co Rd 344/img/329_31.358959_-97.531891.png,1,0,0
Co Rd 344/img/330_31.359137_-97.531869.png,1,0,0
Co Rd 344/img/331_31.359306_-97.531796.png,1,0,0
Co Rd 344/img/332_31.359476_-97.531723.png,1,0,0
Co Rd 344/img/333_31.359645_-97.531650.png,1,0,0
Co Rd 344/img/334_31.359816_-97.531585.png,1,0,0
Co Rd 344/img/335_31.359988_-97.531520.png,1,0,0
Co Rd 344/img/336_31.360159_-97.531455.png,1,0,0
Co Rd 344/img/337_31.360331_-97.531390.png,0,0,0
Co Rd 344/img/338_31.360503_-97.531325.png,0,0,0
Co Rd 344/img/339_31.360674_-97.531260.png,1,0,0
Co Rd 344/img/340_31.360846_-97.531195.png,0,0,0
Co Rd 344/img/341_31.361018_-97.531133.png,0,0,0
Co Rd 344/img/342_31.361191_-97.531074.png,0,0,0
Co Rd 344/img/343_31.361365_-97.531016.png,0,0,0
Co Rd 344/img/344_31.361538_-97.530957.png,0,0,0
Co Rd 344/img/345_31.361709_-97.530891.png,0,0,0
Co Rd 344/img/346_31.361881_-97.530826.png,0,1,0
Co Rd 344/img/347_31.362052_-97.530760.png,0,1,0
Co Rd 344/img/348_31.362223_-97.530694.png,0,1,0
Co Rd 344/img/349_31.362395_-97.530630.png,0,1,0
Co Rd 344/img/350_31.362567_-97.530567.png,0,1,0
Co Rd 344/img/351_31.362739_-97.530504.png,0,1,0
Co Rd 344/img/352_31.362912_-97.530443.png,0,1,0
Co Rd 344/img/353_31.363085_-97.530385.png,0,1,0
Co Rd 344/img/354_31.363259_-97.530326.png,0,1,0
Co Rd 344/img/355_31.363432_-97.530268.png,0,1,0
Co Rd 344/img/356_31.363607_-97.530223.png,0,1,0
Co Rd 344/img/357_31.363787_-97.530223.png,0,0,0
Co Rd 344/img/358_31.363967_-97.530240.png,0,1,0
Co Rd 344/img/359_31.364144_-97.530205.png,0,1,0
Co Rd 344/img/360_31.364312_-97.530130.png,0,1,0
Co Rd 344/img/361_31.364481_-97.530054.png,0,1,0
Co Rd 344/img/362_31.364649_-97.529978.png,0,1,0
Co Rd 344/img/363_31.364817_-97.529903.png,0,1,0
Co Rd 344/img/364_31.364986_-97.529827.png,0,0,0
Co Rd 344/img/365_31.365154_-97.529751.png,0,1,0
Co Rd 344/img/366_31.365322_-97.529675.png,0,1,0
Co Rd 344/img/367_31.365490_-97.529599.png,0,1,0
Co Rd 344/img/368_31.365657_-97.529520.png,0,1,0
Co Rd 344/img/369_31.365825_-97.529441.png,0,0,0
Co Rd 344/img/370_31.365992_-97.529363.png,0,1,1
Co Rd 344/img/371_31.366159_-97.529284.png,0,1,0
Co Rd 344/img/372_31.366333_-97.529239.png,1,0,0
Co Rd 344/img/373_31.366503_-97.529296.png,1,0,0
Co Rd 344/img/374_31.366664_-97.529391.png,0,0,0
Co Rd 344/img/375_31.366820_-97.529496.png,0,0,0
Co Rd 344/img/376_31.366970_-97.529612.png,1,0,0
Co Rd 344/img/377_31.367083_-97.529774.png,0,0,0
Co Rd 344/img/378_31.367161_-97.529963.png,0,0,0
Co Rd 344/img/379_31.367220_-97.530161.png,0,0,0
Co Rd 344/img/380_31.367266_-97.530364.png,0,0,0
Co Rd 344/img/381_31.367296_-97.530571.png,0,0,0
Co Rd 344/img/382_31.367296_-97.530781.png,0,0,0
Co Rd 344/img/383_31.367260_-97.530986.png,0,0,0
Co Rd 344/img/384_31.367217_-97.531190.png,0,0,0
Co Rd 344/img/385_31.367173_-97.531395.png,1,0,0
Co Rd 344/img/386_31.367145_-97.531601.png,1,0,0
Co Rd 344/img/387_31.367139_-97.531811.png,0,0,0
Co Rd 344/img/388_31.367146_-97.532021.png,0,0,0
Co Rd 344/img/389_31.367164_-97.532230.png,0,0,0
Co Rd 344/img/390_31.367202_-97.532435.png,0,0,0
Co Rd 344/img/391_31.367250_-97.532638.png,1,1,0
Co Rd 344/img/392_31.367300_-97.532840.png,1,1,0
Co Rd 344/img/393_31.367349_-97.533043.png,1,0,0
Co Rd 344/img/394_31.367416_-97.533237.png,0,0,0
Co Rd 344/img/395_31.367534_-97.533395.png,0,0,0
Co Rd 344/img/396_31.367683_-97.533512.png,0,0,0
Co Rd 344/img/397_31.367837_-97.533622.png,0,0,0
Co Rd 344/img/398_31.367994_-97.533725.png,0,0,0
Co Rd 344/img/399_31.368151_-97.533829.png,0,0,0
Co Rd 344/img/400_31.368308_-97.533932.png,0,0,0
Co Rd 344/img/401_31.368465_-97.534035.png,0,1,0
Co Rd 344/img/402_31.368623_-97.534138.png,0,1,0
Co Rd 344/img/403_31.368780_-97.534241.png,0,1,0
Co Rd 344/img/404_31.368937_-97.534344.png,1,1,0
Co Rd 344/img/405_31.369094_-97.534449.png,0,1,0
Co Rd 344/img/406_31.369217_-97.534600.png,1,1,0
Co Rd 344/img/407_31.369334_-97.534759.png,0,0,0
Co Rd 344/img/408_31.369478_-97.534885.png,0,0,0
Co Rd 344/img/409_31.369635_-97.534988.png,0,0,0
Co Rd 344/img/410_31.369798_-97.535077.png,0,0,0
Co Rd 344/img/411_31.369965_-97.535159.png,0,0,1
Co Rd 344/img/412_31.370136_-97.535225.png,1,1,0
Co Rd 344/img/413_31.370312_-97.535259.png,1,0,0
Co Rd 344/img/414_31.370492_-97.535245.png,1,0,0
Co Rd 344/img/415_31.370671_-97.535219.png,0,0,0
Co Rd 344/img/416_31.370850_-97.535192.png,0,0,0
Co Rd 344/img/417_31.371028_-97.535157.png,1,0,0
Co Rd 344/img/418_31.371206_-97.535123.png,0,0,0
Co Rd 344/img/419_31.371384_-97.535088.png,0,1,0
Co Rd 344/img/420_31.371561_-97.535051.png,0,1,0
Co Rd 344/img/421_31.371738_-97.535010.png,0,1,0
Co Rd 344/img/422_31.371915_-97.534970.png,0,1,0
Co Rd 344/img/423_31.372093_-97.534931.png,1,1,0
Co Rd 344/img/424_31.372270_-97.534895.png,0,1,0
Co Rd 344/img/425_31.372448_-97.534859.png,0,1,0
Co Rd 344/img/426_31.372626_-97.534826.png,0,0,1
Co Rd 344/img/427_31.372805_-97.534795.png,0,0,0
Co Rd 344/img/428_31.372983_-97.534762.png,0,0,0
Co Rd 344/img/429_31.373160_-97.534723.png,0,0,0
Co Rd 344/img/430_31.373337_-97.534684.png,0,0,0
Co Rd 344/img/431_31.373515_-97.534645.png,0,0,0
Co Rd 344/img/432_31.373692_-97.534607.png,1,0,0
Co Rd 344/img/433_31.373869_-97.534568.png,1,0,0
Co Rd 344/img/434_31.374046_-97.534524.png,1,0,0
Co Rd 344/img/435_31.374084_-97.534514.png,1,0,0
Co Rd 107/img/000_31.523813_-97.861131.png,0,1,0
Co Rd 107/img/001_31.523954_-97.861254.png,0,0,0
Co Rd 107/img/002_31.524059_-97.861424.png,1,0,0
Co Rd 107/img/003_31.524148_-97.861607.png,1,1,0
Co Rd 107/img/004_31.524237_-97.861790.png,1,0,0
Co Rd 107/img/005_31.524327_-97.861973.png,1,1,0
Co Rd 107/img/006_31.524416_-97.862156.png,1,1,0
Co Rd 107/img/007_31.524506_-97.862339.png,0,1,0
Co Rd 107/img/008_31.524598_-97.862520.png,1,1,0
Co Rd 107/img/009_31.524692_-97.862700.png,1,1,0
Co Rd 107/img/010_31.524791_-97.862876.png,0,1,0
Co Rd 107/img/011_31.524907_-97.863037.png,1,1,0
Co Rd 107/img/012_31.525029_-97.863192.png,1,1,0
Co Rd 107/img/013_31.525151_-97.863347.png,0,1,0
Co Rd 107/img/014_31.525290_-97.863481.png,0,1,0
Co Rd 107/img/015_31.525429_-97.863616.png,0,1,0
Co Rd 107/img/016_31.525578_-97.863734.png,1,1,0
Co Rd 107/img/017_31.525729_-97.863848.png,0,1,0
Co Rd 107/img/018_31.525881_-97.863963.png,0,1,0
Co Rd 107/img/019_31.526033_-97.864077.png,0,1,0
Co Rd 107/img/020_31.526184_-97.864191.png,0,1,0
Co Rd 107/img/021_31.526336_-97.864305.png,1,1,0
Co Rd 107/img/022_31.526487_-97.864419.png,0,1,0
Co Rd 107/img/023_31.526639_-97.864533.png,0,1,0
Co Rd 107/img/024_31.526788_-97.864652.png,0,1,0
Co Rd 107/img/025_31.526937_-97.864772.png,0,1,0
Co Rd 107/img/026_31.527085_-97.864891.png,0,1,0
Co Rd 107/img/027_31.527226_-97.865022.png,0,1,0
Co Rd 107/img/028_31.527366_-97.865155.png,0,1,0
Co Rd 107/img/029_31.527506_-97.865288.png,0,1,0
Co Rd 107/img/030_31.527646_-97.865421.png,0,1,0
Co Rd 107/img/031_31.527781_-97.865560.png,0,1,0
Co Rd 107/img/032_31.527876_-97.865737.png,1,1,0
Co Rd 107/img/033_31.527945_-97.865932.png,0,1,0
Co Rd 107/img/034_31.528007_-97.866130.png,0,1,0
Co Rd 107/img/035_31.528072_-97.866326.png,1,1,0
Co Rd 107/img/036_31.528143_-97.866520.png,1,1,0
Co Rd 107/img/037_31.528214_-97.866714.png,0,1,0
Co Rd 107/img/038_31.528277_-97.866911.png,0,1,0
Co Rd 107/img/039_31.528341_-97.867108.png,0,0,0
Co Rd 107/img/040_31.528405_-97.867305.png,0,0,0
Co Rd 107/img/041_31.528469_-97.867502.png,0,0,0
Co Rd 107/img/042_31.528531_-97.867700.png,1,0,0
Co Rd 107/img/043_31.528592_-97.867898.png,1,0,0
Co Rd 107/img/044_31.528652_-97.868097.png,1,0,0
Co Rd 107/img/045_31.528712_-97.868295.png,1,0,0
Co Rd 107/img/046_31.528772_-97.868494.png,1,0,0
Co Rd 107/img/047_31.528833_-97.868692.png,1,0,0
Co Rd 107/img/048_31.528893_-97.868891.png,0,0,0
Co Rd 107/img/049_31.528952_-97.869090.png,0,0,0
Co Rd 107/img/050_31.529011_-97.869289.png,1,0,0
Co Rd 107/img/051_31.529069_-97.869488.png,1,0,0
Co Rd 107/img/052_31.529128_-97.869687.png,0,0,0
Co Rd 107/img/053_31.529186_-97.869887.png,0,0,0
Co Rd 107/img/054_31.529245_-97.870086.png,1,0,0
Co Rd 107/img/055_31.529303_-97.870285.png,0,0,0
Co Rd 107/img/056_31.529361_-97.870485.png,0,0,0
Co Rd 107/img/057_31.529420_-97.870684.png,1,1,0
Co Rd 107/img/058_31.529478_-97.870883.png,1,0,0
Co Rd 107/img/059_31.529537_-97.871083.png,1,0,0
Co Rd 107/img/060_31.529595_-97.871282.png,0,0,0
Co Rd 107/img/061_31.529653_-97.871481.png,0,0,0
Co Rd 107/img/062_31.529712_-97.871680.png,0,0,0
Co Rd 107/img/063_31.529771_-97.871879.png,0,0,0
Co Rd 107/img/064_31.529831_-97.872078.png,0,1,0
Co Rd 107/img/065_31.529891_-97.872277.png,0,1,0
Co Rd 107/img/066_31.529951_-97.872476.png,0,1,0
Co Rd 107/img/067_31.530010_-97.872674.png,0,1,0
Co Rd 107/img/068_31.530070_-97.872873.png,0,0,0
Co Rd 107/img/069_31.530130_-97.873072.png,1,0,0
Co Rd 107/img/070_31.530195_-97.873268.png,0,0,0
Co Rd 107/img/071_31.530264_-97.873463.png,0,0,0
Co Rd 107/img/072_31.530333_-97.873657.png,0,0,0
Co Rd 107/img/073_31.530402_-97.873852.png,1,0,0
Co Rd 107/img/074_31.530471_-97.874047.png,1,0,0
Co Rd 107/img/075_31.530540_-97.874241.png,0,0,0
Co Rd 107/img/076_31.530620_-97.874430.png,0,0,0
Co Rd 107/img/077_31.530715_-97.874608.png,0,1,0
Co Rd 107/img/078_31.530837_-97.874763.png,0,1,0
Co Rd 107/img/079_31.530979_-97.874894.png,0,1,0
Co Rd 107/img/080_31.531121_-97.875023.png,0,0,0
Co Rd 107/img/081_31.531270_-97.875142.png,0,0,0
Co Rd 107/img/082_31.531419_-97.875260.png,0,0,0
Co Rd 107/img/083_31.531571_-97.875374.png,0,0,0
Co Rd 107/img/084_31.531730_-97.875473.png,0,1,0
Co Rd 107/img/085_31.531891_-97.875568.png,1,1,0
Co Rd 107/img/086_31.532060_-97.875641.png,0,0,0
Co Rd 107/img/087_31.532235_-97.875694.png,0,1,0
Co Rd 107/img/088_31.532410_-97.875743.png,0,1,0
Co Rd 107/img/089_31.532587_-97.875784.png,0,1,0
Co Rd 107/img/090_31.532764_-97.875824.png,0,0,0
Co Rd 107/img/091_31.532941_-97.875864.png,0,1,0
Co Rd 107/img/092_31.533118_-97.875904.png,0,1,0
Co Rd 107/img/093_31.533295_-97.875945.png,0,1,0
Co Rd 107/img/094_31.533472_-97.875989.png,0,1,0
Co Rd 107/img/095_31.533648_-97.876033.png,1,1,0
Co Rd 107/img/096_31.533825_-97.876077.png,0,1,0
Co Rd 107/img/097_31.534001_-97.876120.png,0,1,0
Co Rd 107/img/098_31.534177_-97.876165.png,0,1,0
Co Rd 107/img/099_31.534346_-97.876240.png,0,1,0
Co Rd 107/img/100_31.534477_-97.876383.png,0,1,0
Co Rd 107/img/101_31.534586_-97.876551.png,1,1,0
Co Rd 107/img/102_31.534691_-97.876722.png,0,0,0
Co Rd 107/img/103_31.534788_-97.876900.png,1,1,0
Co Rd 107/img/104_31.534884_-97.877078.png,0,0,0
Co Rd 107/img/105_31.534980_-97.877256.png,0,0,0
Co Rd 107/img/106_31.535076_-97.877435.png,1,0,0
Co Rd 107/img/107_31.535172_-97.877613.png,1,0,0
Co Rd 107/img/108_31.535268_-97.877791.png,1,0,0
Co Rd 107/img/109_31.535375_-97.877961.png,1,0,0
Co Rd 107/img/110_31.535491_-97.878122.png,1,0,0
Co Rd 107/img/111_31.535615_-97.878274.png,1,0,0
Co Rd 107/img/112_31.535749_-97.878416.png,0,0,0
Co Rd 107/img/113_31.535889_-97.878548.png,0,1,0
Co Rd 107/img/114_31.536030_-97.878679.png,0,0,0
Co Rd 107/img/115_31.536171_-97.878811.png,0,0,0
Co Rd 107/img/116_31.536312_-97.878943.png,0,0,0
Co Rd 107/img/117_31.536455_-97.879070.png,1,1,0
Co Rd 107/img/118_31.536604_-97.879189.png,1,0,0
Co Rd 107/img/119_31.536753_-97.879308.png,1,0,0
Co Rd 107/img/120_31.536902_-97.879427.png,1,0,0
Co Rd 107/img/121_31.537054_-97.879541.png,1,0,0
Co Rd 107/img/122_31.537207_-97.879653.png,1,0,0
Co Rd 107/img/123_31.537361_-97.879761.png,1,0,0
Co Rd 107/img/124_31.537518_-97.879866.png,1,0,0
Co Rd 107/img/125_31.537674_-97.879971.png,1,0,0
Co Rd 107/img/126_31.537831_-97.880076.png,0,0,0
Co Rd 107/img/127_31.537987_-97.880181.png,1,0,0
Co Rd 107/img/128_31.538143_-97.880286.png,1,0,0
Co Rd 107/img/129_31.538300_-97.880391.png,0,1,0
Co Rd 107/img/130_31.538456_-97.880496.png,1,0,0
Co Rd 107/img/131_31.538613_-97.880601.png,0,0,0
Co Rd 107/img/132_31.538769_-97.880706.png,0,1,0
Co Rd 107/img/133_31.538927_-97.880808.png,1,0,0
Co Rd 107/img/134_31.539085_-97.880910.png,0,0,0
Co Rd 107/img/135_31.539243_-97.881012.png,0,1,0
Co Rd 107/img/136_31.539400_-97.881114.png,1,0,0
Co Rd 107/img/137_31.539558_-97.881217.png,1,1,0
Co Rd 107/img/138_31.539716_-97.881319.png,0,1,0
Co Rd 107/img/139_31.539874_-97.881421.png,1,0,0
Co Rd 107/img/140_31.540031_-97.881523.png,1,0,0
Co Rd 107/img/141_31.540189_-97.881625.png,0,0,0
Co Rd 107/img/142_31.540347_-97.881728.png,1,0,0
Co Rd 107/img/143_31.540505_-97.881830.png,0,0,0
Co Rd 107/img/144_31.540663_-97.881932.png,0,0,0
Co Rd 107/img/145_31.540820_-97.882034.png,0,0,0
Co Rd 107/img/146_31.540978_-97.882137.png,1,0,0
Co Rd 107/img/147_31.541136_-97.882239.png,1,0,0
Co Rd 107/img/148_31.541290_-97.882347.png,1,0,0
Co Rd 107/img/149_31.541442_-97.882461.png,1,1,0
Co Rd 107/img/150_31.541594_-97.882575.png,0,0,0
Co Rd 107/img/151_31.541742_-97.882695.png,0,0,0
Co Rd 107/img/152_31.541888_-97.882819.png,1,0,0
Co Rd 107/img/153_31.542034_-97.882943.png,0,0,0
Co Rd 107/img/154_31.542180_-97.883067.png,1,0,0
Co Rd 107/img/155_31.542326_-97.883191.png,0,1,0
Co Rd 107/img/156_31.542472_-97.883315.png,0,1,0
Co Rd 107/img/157_31.542621_-97.883433.png,0,1,0
Co Rd 107/img/158_31.542770_-97.883552.png,0,1,0
Co Rd 107/img/159_31.542829_-97.883736.png,1,1,0
Co Rd 107/img/160_31.542839_-97.883944.png,1,1,0
Co Rd 107/img/161_31.542751_-97.884097.png,0,1,0
Co Rd 107/img/162_31.542578_-97.884159.png,1,0,0
Co Rd 107/img/163_31.542406_-97.884220.png,0,0,0
Co Rd 107/img/164_31.542233_-97.884282.png,0,0,0
Co Rd 107/img/165_31.542060_-97.884343.png,1,0,0
Co Rd 107/img/166_31.541888_-97.884405.png,1,0,0
Co Rd 107/img/167_31.541715_-97.884467.png,1,0,0
Co Rd 107/img/168_31.541544_-97.884531.png,1,0,0
Co Rd 107/img/169_31.541372_-97.884595.png,1,1,0
Co Rd 107/img/170_31.541200_-97.884660.png,1,0,0
Co Rd 107/img/171_31.541028_-97.884724.png,1,0,0
Co Rd 107/img/172_31.540856_-97.884788.png,0,0,0
Co Rd 107/img/173_31.540684_-97.884852.png,0,1,0
Co Rd 107/img/174_31.540512_-97.884913.png,1,0,0
Co Rd 107/img/175_31.540339_-97.884974.png,1,0,0
Co Rd 107/img/176_31.540166_-97.885035.png,0,0,0
Co Rd 107/img/177_31.539994_-97.885096.png,0,0,0
Co Rd 107/img/178_31.539821_-97.885157.png,0,0,0
Co Rd 107/img/179_31.539648_-97.885218.png,1,0,0
Co Rd 107/img/180_31.539477_-97.885284.png,0,0,0
Co Rd 107/img/181_31.539305_-97.885350.png,1,0,0
Co Rd 107/img/182_31.539134_-97.885416.png,0,1,0
Co Rd 107/img/183_31.538963_-97.885482.png,1,1,0
Co Rd 107/img/184_31.538791_-97.885548.png,1,0,0
Co Rd 107/img/185_31.538620_-97.885614.png,0,0,0
Co Rd 107/img/186_31.538449_-97.885680.png,1,0,0
Co Rd 107/img/187_31.538277_-97.885746.png,1,0,0
Co Rd 107/img/188_31.538106_-97.885812.png,0,0,0
Co Rd 107/img/189_31.537935_-97.885878.png,0,0,0
Co Rd 107/img/190_31.537764_-97.885946.png,1,0,0
Co Rd 107/img/191_31.537596_-97.886022.png,0,0,0
Co Rd 107/img/192_31.537428_-97.886099.png,1,0,0
Co Rd 107/img/193_31.537262_-97.886183.png,1,0,0
Co Rd 107/img/194_31.537116_-97.886297.png,0,0,0
Co Rd 107/img/195_31.537078_-97.886495.png,0,1,0
Co Rd 107/img/196_31.537133_-97.886696.png,1,1,0
Co Rd 107/img/197_31.537188_-97.886897.png,1,1,0
Co Rd 107/img/198_31.537217_-97.887101.png,1,1,0
Co Rd 107/img/199_31.537168_-97.887302.png,1,1,0
Co Rd 107/img/200_31.537042_-97.887448.png,1,1,0
Co Rd 107/img/201_31.536877_-97.887534.png,1,0,0
Co Rd 107/img/202_31.536706_-97.887601.png,0,0,0
Co Rd 107/img/203_31.536534_-97.887665.png,0,0,0
Co Rd 107/img/204_31.536362_-97.887728.png,0,0,0
Co Rd 107/img/205_31.536190_-97.887791.png,0,0,0
Co Rd 107/img/206_31.536018_-97.887854.png,1,0,0
Co Rd 107/img/207_31.535846_-97.887918.png,0,0,0
Co Rd 107/img/208_31.535674_-97.887983.png,1,0,0
Co Rd 107/img/209_31.535502_-97.888048.png,1,0,0
Co Rd 107/img/210_31.535331_-97.888113.png,0,0,0
Co Rd 107/img/211_31.535159_-97.888178.png,0,0,0
Co Rd 107/img/212_31.534988_-97.888243.png,0,0,0
Co Rd 107/img/213_31.534816_-97.888308.png,0,0,0
Co Rd 107/img/214_31.534644_-97.888373.png,1,0,0
Co Rd 107/img/215_31.534473_-97.888438.png,0,0,0
Co Rd 107/img/216_31.534301_-97.888503.png,0,0,0
Co Rd 107/img/217_31.534129_-97.888568.png,0,0,0
Co Rd 107/img/218_31.533958_-97.888633.png,0,0,0
Co Rd 107/img/219_31.533786_-97.888698.png,1,0,0
Co Rd 107/img/220_31.533615_-97.888763.png,1,0,0
Co Rd 107/img/221_31.533443_-97.888828.png,0,0,0
Co Rd 107/img/222_31.533271_-97.888894.png,1,0,0
Co Rd 107/img/223_31.533100_-97.888959.png,0,0,0
Co Rd 107/img/224_31.532928_-97.889024.png,1,0,0
Co Rd 107/img/225_31.532757_-97.889088.png,1,0,0
Co Rd 107/img/226_31.532585_-97.889153.png,0,0,0
Co Rd 107/img/227_31.532413_-97.889217.png,0,0,0
Co Rd 107/img/228_31.532241_-97.889281.png,0,1,0
Co Rd 107/img/229_31.532069_-97.889346.png,0,1,0
Co Rd 107/img/230_31.531898_-97.889410.png,0,0,0
Co Rd 107/img/231_31.531726_-97.889475.png,0,0,0
Co Rd 107/img/232_31.531554_-97.889539.png,1,0,0
Co Rd 107/img/233_31.531382_-97.889604.png,0,1,0
Co Rd 107/img/234_31.531211_-97.889668.png,0,0,0
Co Rd 107/img/235_31.531039_-97.889733.png,1,0,0
Co Rd 107/img/236_31.530868_-97.889799.png,0,0,0
Co Rd 107/img/237_31.530701_-97.889881.png,1,0,0
Co Rd 107/img/238_31.530581_-97.890027.png,0,0,0
Co Rd 107/img/239_31.530578_-97.890235.png,0,1,0
Co Rd 107/img/240_31.530625_-97.890438.png,0,1,0
Co Rd 107/img/241_31.530680_-97.890639.png,0,1,0
Co Rd 107/img/242_31.530740_-97.890837.png,0,1,0
Co Rd 107/img/243_31.530800_-97.891036.png,1,1,0
Co Rd 107/img/244_31.530860_-97.891235.png,1,0,0
Co Rd 107/img/245_31.530901_-97.891439.png,1,1,0
Co Rd 107/img/246_31.530847_-97.891630.png,0,1,0
Co Rd 107/img/247_31.530695_-97.891738.png,0,1,0
Co Rd 107/img/248_31.530527_-97.891815.png,0,1,0
Co Rd 107/img/249_31.530359_-97.891893.png,0,0,0
Co Rd 107/img/250_31.530191_-97.891970.png,1,0,0
Co Rd 107/img/251_31.530023_-97.892048.png,0,0,0
Co Rd 107/img/252_31.529855_-97.892122.png,0,1,0
Co Rd 107/img/253_31.529685_-97.892195.png,1,1,0
Co Rd 107/img/254_31.529516_-97.892268.png,0,0,0
Co Rd 107/img/255_31.529346_-97.892339.png,1,0,0
Co Rd 107/img/256_31.529176_-97.892408.png,1,1,0
Co Rd 107/img/257_31.529006_-97.892477.png,1,1,0
Co Rd 107/img/258_31.528835_-97.892547.png,1,0,0
Co Rd 107/img/259_31.528665_-97.892616.png,1,1,0
Co Rd 107/img/260_31.528495_-97.892686.png,0,0,0
Co Rd 107/img/261_31.528325_-97.892757.png,0,1,0
Co Rd 107/img/262_31.528156_-97.892831.png,1,1,0
Co Rd 107/img/263_31.527987_-97.892906.png,1,0,0
Co Rd 107/img/264_31.527817_-97.892977.png,0,0,0
Co Rd 107/img/265_31.527647_-97.893045.png,1,0,0
Co Rd 107/img/266_31.527476_-97.893113.png,0,0,0
Co Rd 107/img/267_31.527305_-97.893180.png,1,0,0
Co Rd 107/img/268_31.527134_-97.893248.png,0,1,0
Co Rd 107/img/269_31.526963_-97.893316.png,1,1,0
Co Rd 107/img/270_31.526793_-97.893384.png,1,1,0
Co Rd 107/img/271_31.526622_-97.893452.png,1,1,0
Co Rd 107/img/272_31.526451_-97.893520.png,1,0,0
Co Rd 107/img/273_31.526280_-97.893589.png,1,0,0
Co Rd 107/img/274_31.526115_-97.893673.png,1,1,0
Co Rd 107/img/275_31.525963_-97.893785.png,1,0,0
Co Rd 107/img/276_31.525810_-97.893898.png,1,0,0
Co Rd 107/img/277_31.525657_-97.894010.png,1,0,0
Co Rd 107/img/278_31.525505_-97.894122.png,1,0,0
Co Rd 107/img/279_31.525349_-97.894229.png,1,0,0
Co Rd 107/img/280_31.525180_-97.894302.png,1,0,0
Co Rd 107/img/281_31.525002_-97.894331.png,1,0,0
Co Rd 107/img/282_31.524822_-97.894354.png,1,1,0
Co Rd 107/img/283_31.524643_-97.894377.png,0,0,0
Co Rd 107/img/284_31.524464_-97.894401.png,0,0,0
Co Rd 107/img/285_31.524285_-97.894429.png,0,0,0
Co Rd 107/img/286_31.524106_-97.894458.png,0,0,0
Co Rd 107/img/287_31.523930_-97.894502.png,0,0,1
Co Rd 107/img/288_31.523753_-97.894546.png,0,0,0
Co Rd 107/img/289_31.523577_-97.894590.png,1,0,0
Co Rd 107/img/290_31.523399_-97.894599.png,1,0,0
Co Rd 107/img/291_31.523242_-97.894500.png,0,0,0
Co Rd 107/img/292_31.523141_-97.894329.png,1,0,0
Co Rd 107/img/293_31.523073_-97.894134.png,1,0,0
Co Rd 107/img/294_31.523012_-97.893935.png,1,0,0
Co Rd 107/img/295_31.522957_-97.893735.png,1,0,0
Co Rd 107/img/296_31.522902_-97.893534.png,1,1,0
Co Rd 107/img/297_31.522847_-97.893334.png,0,1,0
Co Rd 107/img/298_31.522792_-97.893133.png,1,0,0
Co Rd 107/img/299_31.522738_-97.892932.png,1,0,0
Co Rd 107/img/300_31.522683_-97.892732.png,1,0,0
